id, name, location
38, TrivialtController, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-roo/src/main/java/org/neo4j/app/trivialt/web/TrivialtController.java
39, PlayerController, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-roo/src/main/java/org/neo4j/app/trivialt/web/PlayerController.java
40, RoundController, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-roo/src/main/java/org/neo4j/app/trivialt/web/RoundController.java
41, CardController, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-roo/src/main/java/org/neo4j/app/trivialt/web/CardController.java
42, AnswerController, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-roo/src/main/java/org/neo4j/app/trivialt/web/AnswerController.java
43, Answer, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-roo/src/main/java/org/neo4j/app/trivialt/model/Answer.java
44, Proposal, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-roo/src/main/java/org/neo4j/app/trivialt/model/Proposal.java
45, Team, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-roo/src/main/java/org/neo4j/app/trivialt/model/Team.java
46, Round, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-roo/src/main/java/org/neo4j/app/trivialt/model/Round.java
47, FramedQuestion, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-roo/src/main/java/org/neo4j/app/trivialt/model/FramedQuestion.java
48, Category, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-roo/src/main/java/org/neo4j/app/trivialt/model/Category.java
49, Media, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-roo/src/main/java/org/neo4j/app/trivialt/model/Media.java
50, Card, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-roo/src/main/java/org/neo4j/app/trivialt/model/Card.java
51, Question, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-roo/src/main/java/org/neo4j/app/trivialt/model/Question.java
52, Player, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-roo/src/main/java/org/neo4j/app/trivialt/model/Player.java
53, Match, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-roo/src/main/java/org/neo4j/app/trivialt/model/Match.java
54, Deck, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-roo/src/main/java/org/neo4j/app/trivialt/model/Deck.java
55, Role, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-roo/src/main/java/org/neo4j/app/trivialt/model/Role.java
56, Ordinal, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-roo/src/main/java/org/neo4j/app/trivialt/model/Ordinal.java
57, Trivia, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-roo/src/main/java/org/neo4j/app/trivialt/service/Trivia.java
58, Toggle, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-roo/src/main/java/org/neo4j/app/trivialt/service/Toggle.java
59, Indicator, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-roo/src/main/java/org/neo4j/app/trivialt/service/Indicator.java
60, AvailabilityStatus, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-roo/src/main/java/org/neo4j/app/trivialt/service/AvailabilityStatus.java
61, TrivialtMatchPlay, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-roo/src/main/java/org/neo4j/app/trivialt/service/TrivialtMatchPlay.java
62, Score, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-roo/src/main/java/org/neo4j/app/trivialt/service/Score.java
63, ISO8601Formatter, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/sandbox/pom2rdf/src/main/java/edu/mit/simile/rdfizer/pom2rdf/ISO8601Formatter.java
64, MavenRepositoryConverter, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/sandbox/pom2rdf/src/main/java/edu/mit/simile/rdfizer/pom2rdf/MavenRepositoryConverter.java
65, StringUtils, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/sandbox/pom2rdf/src/main/java/edu/mit/simile/rdfizer/pom2rdf/StringUtils.java
66, pom2rdf, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/sandbox/pom2rdf/src/main/java/edu/mit/simile/rdfizer/pom2rdf/pom2rdf.java
67, Format, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/sandbox/pom2rdf/src/main/java/edu/mit/simile/rdfizer/pom2rdf/Format.java
68, AbstractConverter, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/sandbox/pom2rdf/src/main/java/edu/mit/simile/rdfizer/pom2rdf/AbstractConverter.java
69, POMConverter, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/sandbox/pom2rdf/src/main/java/edu/mit/simile/rdfizer/pom2rdf/POMConverter.java
70, FileSystemConverter, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/sandbox/pom2rdf/src/main/java/edu/mit/simile/rdfizer/pom2rdf/FileSystemConverter.java
71, MetadataConverter, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/sandbox/pom2rdf/src/main/java/edu/mit/simile/rdfizer/pom2rdf/MetadataConverter.java
72, Encoder, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/sandbox/pom2rdf/src/main/java/edu/mit/simile/rdfizer/pom2rdf/Encoder.java
73, LoadRDF, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/sandbox/dbpedia/src/main/java/org/neo4j/trivialt/sandbox/dbpedia/LoadRDF.java
74, StatementReporter, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/sandbox/dbpedia/src/main/java/org/neo4j/trivialt/sandbox/dbpedia/StatementReporter.java
75, QuestionRepository, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-spring/src/main/java/org/neo4j/app/trivialt/repository/QuestionRepository.java
76, TeamRepository, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-spring/src/main/java/org/neo4j/app/trivialt/repository/TeamRepository.java
77, PlayerRepository, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-spring/src/main/java/org/neo4j/app/trivialt/repository/PlayerRepository.java
78, CategoryRepository, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-spring/src/main/java/org/neo4j/app/trivialt/repository/CategoryRepository.java
79, MatchRepository, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-spring/src/main/java/org/neo4j/app/trivialt/repository/MatchRepository.java
80, AnswerRepository, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-spring/src/main/java/org/neo4j/app/trivialt/repository/AnswerRepository.java
81, Answer, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-spring/src/main/java/org/neo4j/app/trivialt/model/Answer.java
82, Proposal, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-spring/src/main/java/org/neo4j/app/trivialt/model/Proposal.java
83, Team, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-spring/src/main/java/org/neo4j/app/trivialt/model/Team.java
84, Round, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-spring/src/main/java/org/neo4j/app/trivialt/model/Round.java
85, FramedQuestion, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-spring/src/main/java/org/neo4j/app/trivialt/model/FramedQuestion.java
86, Category, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-spring/src/main/java/org/neo4j/app/trivialt/model/Category.java
87, Media, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-spring/src/main/java/org/neo4j/app/trivialt/model/Media.java
88, Card, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-spring/src/main/java/org/neo4j/app/trivialt/model/Card.java
89, Question, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-spring/src/main/java/org/neo4j/app/trivialt/model/Question.java
90, Player, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-spring/src/main/java/org/neo4j/app/trivialt/model/Player.java
91, Match, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-spring/src/main/java/org/neo4j/app/trivialt/model/Match.java
92, OrderedContainer, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-spring/src/main/java/org/neo4j/app/trivialt/model/OrderedContainer.java
93, Deck, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-spring/src/main/java/org/neo4j/app/trivialt/model/Deck.java
94, Role, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-spring/src/main/java/org/neo4j/app/trivialt/model/Role.java
95, Ordinal, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-spring/src/main/java/org/neo4j/app/trivialt/model/Ordinal.java
96, FreeformTrivia, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-spring/src/main/java/org/neo4j/app/trivialt/model/FreeformTrivia.java
97, TrivialtWorld, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-spring/src/main/java/org/neo4j/app/trivialt/service/TrivialtWorld.java
98, MovieRepository, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-spring/src/main/java/org/neo4j/cineasts/repository/MovieRepository.java
99, PersonRepository, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-spring/src/main/java/org/neo4j/cineasts/repository/PersonRepository.java
100, UserRepository, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-spring/src/main/java/org/neo4j/cineasts/repository/UserRepository.java
101, MovieController, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-spring/src/main/java/org/neo4j/cineasts/controller/MovieController.java
102, AuthController, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-spring/src/main/java/org/neo4j/cineasts/controller/AuthController.java
103, ImportController, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-spring/src/main/java/org/neo4j/cineasts/controller/ImportController.java
104, UserController, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-spring/src/main/java/org/neo4j/cineasts/controller/UserController.java
105, MovieImporter, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-spring/src/main/java/org/neo4j/cineasts/movieimport/MovieImporter.java
106, MovieDbLocalStorage, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-spring/src/main/java/org/neo4j/cineasts/movieimport/MovieDbLocalStorage.java
107, MovieDbException, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-spring/src/main/java/org/neo4j/cineasts/movieimport/MovieDbException.java
108, MovieDbApiClient, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-spring/src/main/java/org/neo4j/cineasts/movieimport/MovieDbApiClient.java
109, MovieDbImportService, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-spring/src/main/java/org/neo4j/cineasts/movieimport/MovieDbImportService.java
110, MovieDbJsonMapper, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-spring/src/main/java/org/neo4j/cineasts/movieimport/MovieDbJsonMapper.java
111, MovieRecommendations, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-spring/src/main/java/org/neo4j/cineasts/service/MovieRecommendations.java
112, Neo4jDatabaseCleaner, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-spring/src/main/java/org/neo4j/cineasts/service/Neo4jDatabaseCleaner.java
113, FriendsMovieRecommendations, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-spring/src/main/java/org/neo4j/cineasts/service/FriendsMovieRecommendations.java
114, CineastsRepository, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-spring/src/main/java/org/neo4j/cineasts/service/CineastsRepository.java
115, CineastsUserDetailsService, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-spring/src/main/java/org/neo4j/cineasts/service/CineastsUserDetailsService.java
116, CineastsUserDetails, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-spring/src/main/java/org/neo4j/cineasts/service/CineastsUserDetails.java
117, DatabasePopulator, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-spring/src/main/java/org/neo4j/cineasts/service/DatabasePopulator.java
118, User, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-spring/src/main/java/org/neo4j/cineasts/domain/User.java
119, Person, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-spring/src/main/java/org/neo4j/cineasts/domain/Person.java
120, Rating, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-spring/src/main/java/org/neo4j/cineasts/domain/Rating.java
121, Role, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-spring/src/main/java/org/neo4j/cineasts/domain/Role.java
122, Roles, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-spring/src/main/java/org/neo4j/cineasts/domain/Roles.java
123, Movie, /Users/ioanarotaru/Desktop/Disertatie/Data/P10_Data_trivial-graph/trivialt-spring/src/main/java/org/neo4j/cineasts/domain/Movie.java
